"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'circuit' at locations: (7, 1) and (10, 1)","/02%20-%20Oppgave%20-%20M%C3%A5linger%20og%20blandede%20tilstander_4a4d51/02%20-%20Oppgave%20-%20M%C3%A5linger%20og%20blandede%20tilstander_4a4d51.py","3","11","3","30"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'circuit' at locations: (8, 1) and (11, 1)","/02_Measurements_and_Mixed_States-checkpoint_7bd449/02_Measurements_and_Mixed_States-checkpoint_7bd449.py","4","11","4","33"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'circuit' at locations: (12, 1) and (15, 1)","/02_Measurements_and_Mixed_States_d6a49c/02_Measurements_and_Mixed_States_d6a49c.py","6","11","6","30"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'qc' at locations: (29, 1) and (31, 1)","/03_Sequential-measurements_f46c7a/03_Sequential-measurements_f46c7a.py","27","6","27","25"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'qc' at locations: (80, 1) and (84, 1)
repeated measurements of qubit 1 of circuit 'qc' at locations: (81, 1) and (85, 1)
repeated measurements of qubit 2 of circuit 'qc' at locations: (82, 1) and (86, 1)","/06_Wave-function-entanglement_174d72/06_Wave-function-entanglement_174d72.py","62","6","62","25"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 3 of circuit 'qc' at locations: (140, 1) and (147, 1)
repeated measurements of qubit 0 of circuit 'qc' at locations: (137, 1) and (144, 1)
repeated measurements of qubit 1 of circuit 'qc' at locations: (138, 1) and (145, 1)
repeated measurements of qubit 2 of circuit 'qc' at locations: (139, 1) and (146, 1)
repeated measurements of qubit 4 of circuit 'qc' at locations: (141, 1) and (148, 1)
repeated measurements of qubit 5 of circuit 'qc' at locations: (142, 1) and (149, 1)","/06_Wave-function-entanglement_174d72/06_Wave-function-entanglement_174d72.py","134","6","134","25"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 4 of circuit 'circuit' at locations: (10, 1) and (18, 1)
repeated measurements of qubit 4 of circuit 'circuit' at locations: (10, 1) and (28, 1)
repeated measurements of qubit 4 of circuit 'circuit' at locations: (18, 1) and (28, 1)","/07_Shors_Algorithm_92e30f/07_Shors_Algorithm_92e30f.py","6","11","6","32"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'circuit' at locations: (21, 1) and (24, 1)
repeated measurements of qubit 0 of circuit 'circuit' at locations: (38, 1) and (41, 1)","/2-4-qiskit_82dc7f/2-4-qiskit_82dc7f.py","17","11","18","47"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'circuit' at locations: (15, 1) and (18, 1)
repeated measurements of qubit 0 of circuit 'circuit' at locations: (32, 1) and (35, 1)","/2-4-qiskit_cfe659/2-4-qiskit_cfe659.py","11","11","12","47"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'circuit' at locations: (268, 5) and (268, 5)","/3-Party%20Quantum%20Conference_1d59ae/3-Party%20Quantum%20Conference_1d59ae.py","257","15","257","34"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'circuit' at locations: (285, 5) and (285, 5)","/3-Party%20Quantum%20Conference_1d59ae/3-Party%20Quantum%20Conference_1d59ae.py","274","15","274","34"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'circuit' at locations: (302, 5) and (302, 5)","/3-Party%20Quantum%20Conference_1d59ae/3-Party%20Quantum%20Conference_1d59ae.py","291","15","291","34"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 3 of circuit 'circuit' at locations: (162, 17) and (162, 17)
repeated measurements of qubit 4 of circuit 'circuit' at locations: (163, 17) and (163, 17)","/4_strategy_quantum_game_d9ae27/4_strategy_quantum_game_d9ae27.py","100","27","100","46"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'mycircuit' at locations: (10, 5) and (10, 5)","/B72_Rotation_Automata_b20bd9/B72_Rotation_Automata_b20bd9.py","7","17","7","42"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'mycircuit' at locations: (32, 5) and (32, 5)","/B72_Rotation_Automata_b20bd9/B72_Rotation_Automata_b20bd9.py","29","17","29","42"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'mycircuit' at locations: (51, 9) and (51, 9)","/B72_Rotation_Automata_b20bd9/B72_Rotation_Automata_b20bd9.py","48","21","48","46"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 1 of circuit 'qc' at locations: (94, 9) and (94, 9)","/BB84%2010-900%20Identity%20Gate_49de9b/BB84%2010-900%20Identity%20Gate_49de9b.py","78","14","78","33"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 1 of circuit 'qc' at locations: (127, 9) and (127, 9)","/BB84%2010-900%20Identity%20Gate_49de9b/BB84%2010-900%20Identity%20Gate_49de9b.py","112","14","112","33"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 3 of circuit 'circuit' at locations: (18, 5) and (18, 5)
repeated measurements of qubit 3 of circuit 'circuit' at locations: (18, 5) and (54, 5)
repeated measurements of qubit 15 of circuit 'circuit' at locations: (34, 5) and (34, 5)
repeated measurements of qubit 3 of circuit 'circuit' at locations: (54, 5) and (18, 5)
repeated measurements of qubit 3 of circuit 'circuit' at locations: (54, 5) and (54, 5)
repeated measurements of qubit 9 of circuit 'circuit' at locations: (82, 5) and (82, 5)","/BCD2EXCESS3_8f0662/BCD2EXCESS3_8f0662.py","5","15","5","35"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 2 of circuit 'qc' at locations: (17, 9) and (17, 9)","/BombTester_8c8baa/BombTester_8c8baa.py","11","10","11","31"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 2 of circuit 'circ' at locations: (25, 5) and (25, 5)","/CHSH%20GAME_951bfd/CHSH%20GAME_951bfd.py","13","12","13","31"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'experimento' at locations: (134, 5) and (134, 5)
repeated measurements of qubit 1 of circuit 'experimento' at locations: (136, 5) and (136, 5)","/Computaci%C3%B3n_cu%C3%A1ntica_en_casa_filo_8236b7/Computaci%C3%B3n_cu%C3%A1ntica_en_casa_filo_8236b7.py","127","19","127","42"
"Double measurement on the same qubit.","two consecutive measurements on the same qubit of a given circuit.","error","repeated measurements of qubit 0 of circuit 'x_circuit' at locations: (20, 1) and (22, 1)","/Computaci%C3%B3n_cu%C3%A1ntica_pr%C3%A1ctica_cs2022_cfd1a4/Computaci%C3%B3n_cu%C3%A1ntica_pr%C3%A1ctica_cs2022_cfd1a4.py","19","13","19","32"
